"AnimalID","AnimalInternal-ID","AnimalName","AnimalType","AnimalSex","AnimalCurrentWeightPounds","AnimalDOB","AnimalBreed","AnimalColor","AnimalPattern"
48391,1652770,"Toffee","Dog","Male",9.75,20170227,"American Blue Heeler","White /Brown","Salt and Pepper"
48392,1652848,"Boris","Dog","Male",47,20160524,"Shepherd, German /Catahoula Leopard Dog","Brindle /Tan",NULL
48393,1652873,"Raina","Dog","Female",80,20150413,"Shepherd, German /Mix","Tan /Black",NULL
48394,1652884,"Arrow","Dog","Female",6,20170315,"Retriever, Labrador /Mix","Tan /None",NULL
48402,1653102,"Wishbone","Dog","Male",21,20140428,"Terrier, Rat","Black /White",NULL
48417,1653376,"Zoodle","Dog","Female",4.8,20160706,"Chihuahua /Mix","Tan /None",NULL
48418,1653395,"Xavier","Dog","Male",41,20161121,"Retriever, Labrador /Mix","Tan /Yellow",NULL
48419,1653425,"Sundae","Dog","Female",52,20150313,"Pointer /Mix","White /Brown",NULL
48420,1653472,"Piper","Dog","Female",86,20150419,"Retriever, Black Labrador /Mix","Black /White",NULL
48421,1653522,"Eliza","Dog","Female",47.2,20120418,"Shepherd, Australian /Mix","Blue /Black",NULL
48422,1653535,"Cali","Dog","Female",57.7,20160325,"Retriever, Black Labrador /Mix","Black /White",NULL
48423,1653599,"Banning","Dog","Male",46,20150421,"Boxer /Mix","Blue /Tan",NULL
48424,1653760,"Shorts","Dog","Male",53,20090420,"Terrier, American Staffordshire /Mix","Brindle /White",NULL
48425,1653800,"Walker","Dog","Male",68.9,20150423,"Rottweiler /Mix","Black /Brown",NULL
48426,1653836,"Paige","Dog","Female",49.6,20160424,"Retriever, Labrador /Mix","White /None",NULL
48427,1653846,"Noah","Dog","Male",15,20170226,"Retriever, Labrador /Mix","Tan /White",NULL
48428,1653863,"Chase","Dog","Male",14.7,20130421,"Chihuahua /Mix","Black /White",NULL
48429,1653873,"Cash","Dog","Male",15,20090428,"Schnauzer, Miniature","Grey /Tan",NULL
48430,1653887,"Daffodil","Dog","Female",53,20151016,"Terrier, Pit Bull/Mix","Blue/White",NULL
48431,1653894,"Carley","Dog","Female",50,20151106,"Terrier, Pit Bull/Mix","Brown/None",NULL
48432,1653941,"Gloria","Dog","Female",54,20150106,"Terrier, Pit Bull /Mix","Brindle /White",NULL
48433,1653954,"Kindle","Dog","Female",32,20161128,"Terrier, Pit Bull /Boxer","Brindle /White",NULL
48434,1653965,"Florence","Dog","Female",64.5,20121124,"Foxhound, English/Mix","Brown/None","Tricolor"
48451,1656019,"Frisco","Dog","Male",48.8,20080430,"Collie, Border /Catahoula Leopard Dog","Black /White",NULL
48452,1656027,"Molly","Dog","Female",14,20130501,"Poodle","White /None",NULL
48453,1656134,"Kiwi","Dog","Male",3.7,20170224,"Terrier /Mix","Black /Tan",NULL
48454,1656136,"Coconut","Dog","Male",3.31,20170218,"Terrier /Mix","White /None",NULL
48455,1656140,"Milkshake","Dog","Female",6,20170218,"Terrier /Mix","White /None",NULL
48456,1656143,"Marshmallow","Dog","Male",5,20170204,"Terrier /Mix","White /None",NULL
48457,1656197,"Rosie","Dog","Female",44.3,20070430,"Retriever, Labrador /Mix","Tan /None",NULL
48458,1656204,"Paula","Dog","Female",34.8,20150430,"Collie, Border /Mix","Black /White",NULL
48459,1656216,"Pearl","Dog","Female",6.35,20150430,"Chihuahua, Short Coat /Mix","White /None",NULL
48460,1656262,"Jimbo","Dog","Male",11.5,20150430,"Chihuahua, Short Coat /Mix","Brown /White",NULL
48461,1656368,"Presley","Dog","Female",20,20161230,"Collie, Border /Mix","Black /White",NULL
48463,1656594,"Thelma","Dog","Female",9.06,20170409,"Catahoula Leopard Dog /Mix","Tan /Black",NULL
48464,1656595,"Arlene","Dog","Female",9.13,20170409,"Catahoula Leopard Dog /Mix","Black /White",NULL
48465,1656596,"Arabella","Dog","Female",7.5,20170409,"Catahoula Leopard Dog /Mix","Brown /White",NULL
48466,1656599,"Alanzo","Dog","Male",0,20170409,"Catahoula Leopard Dog /Mix","Grey /Black",NULL
48467,1656615,"Brucey","Dog","Male",20,20170203,"Terrier /Mix","Black /White",NULL
48468,1656625,"Harris","Dog","Male",14.06,20170213,"Terrier /Mix","Black /White","Tricolor"
48487,1657121,"Ferdinand","Dog","Male",9.5,20170409,"Catahoula Leopard Dog /Mix","Brown /None","Merle"
48489,1657128,"Jupiter","Dog","Male",32.4,20161207,"Terrier /Mix","Black /White",NULL
48490,1657174,"Flora","Dog","Female",7.44,20170429,"Terrier, Pit Bull /Mix","White /Brindle",NULL
48491,1657177,"Oakley","Dog","Male",5.69,20170429,"Terrier, Pit Bull /Mix","White /Brindle",NULL
48492,1657178,"Posey","Dog","Female",6.75,20170429,"Terrier, Pit Bull /Mix","White /Brindle",NULL
48493,1657179,"Aspen","Dog","Male",6.56,20170429,"Terrier, Pit Bull /Mix","White /Brown",NULL
48494,1657181,"Linnea","Dog","Female",4.38,20170429,"Terrier, Pit Bull /Mix","Brown /White",NULL
48495,1657188,"Ivy","Dog","Female",6.81,20170429,"Terrier, Pit Bull /Mix","White /None",NULL
48496,1657195,"Bruce","Dog","Male",6.13,20170429,"Terrier, Pit Bull /Mix","White /Brindle",NULL
48497,1657198,"Calla Lily","Dog","Female",6.13,20170429,"Terrier, Pit Bull /Mix","White /Brown",NULL
48498,1657201,"Clover","Dog","Female",7.44,20170429,"Terrier, Pit Bull /Mix","White /Brown",NULL
48500,1657216,"Alpine  Scout","Dog","Female",0,20170429,"Terrier, Pit Bull /Mix","Black /None",NULL
48501,1657236,"Yosemite","Dog","Female",11.94,20170429,"Terrier, Pit Bull /Mix","Brown /None",NULL
48502,1657237,"Lassen","Dog","Female",12.81,20170429,"Terrier, Pit Bull /Mix","Brown /White",NULL
48503,1657238,"Sierra","Dog","Female",11,20170429,"Terrier, Pit Bull /Mix","Brown /None",NULL
48504,1657242,"Denali","Dog","Female",11.88,20170429,"Terrier, Pit Bull /Mix","White /None",NULL
48505,1657243,"Everest","Dog","Male",11,20170429,"Terrier, Pit Bull /Mix","White /None",NULL
48506,1657246,"Nevada","Dog","Male",12.94,20170429,"Terrier, Pit Bull /Mix","Brown /White",NULL
48508,1657259,"Bella","Dog","Female",66.1,20160428,"Shepherd","White /None",NULL
48515,1657509,"Powder","Dog","Female",45.4,20091101,"Retriever, Labrador","White /None",NULL
48522,1658161,"Lady","Dog","Female",10.5,20141101,"Terrier, Wirehaired /Mix","Black /White",NULL
48523,1658195,"Bruno","Dog","Male",82,20160623,"Retriever, Black Labrador/Mix","Black/White",NULL
48529,1658711,"Glenda","Dog","Female",44.7,20160414,"Terrier, Pit Bull /Mix","Black /Brindle",NULL
48531,1658733,"Margaret","Dog","Female",71,20150424,"Retriever, Labrador /Mix","Yellow /None",NULL
48533,1658754,"Munchkin","Dog","Male",9,20170109,"Terrier, Jack Russell /Mix","White /Brown",NULL
48534,1658757,"Marios","Dog","Male",59.4,20150325,"Husky /Retriever, Labrador","Sable /Brown",NULL
48535,1658787,"Ophelia","Dog","Female",48.1,20160424,"Retriever, Labrador /Mix","White /Tan",NULL
48541,1659714,"Rascal","Dog","Male",67,20160624,"Shepherd, German /Mix","Black /Tan",NULL
48542,1659744,"Pancha","Dog","Female",56.4,20150427,"Shepherd, German/Mix","Sable/None",NULL
48543,1659753,"Missy","Dog","Female",57.8,20110314,"Retriever, Labrador /Mix","Black /White",NULL
48544,1659773,"Bernardio","Dog","Male",63.4,20160625,"Rottweiler /Mix","Black /Tan",NULL
48550,1660077,"Slade","Dog","Male",17.5,20160503,"Shih Tzu /Mix","Black /White",NULL
48553,1660126,"Pluto","Dog","Male",9.5,20161026,"Chihuahua /Mix","Tan /White",NULL
48554,1660185,"Spice","Dog","Male",60,20160425,"Retriever, Yellow Labrador /Mix","Yellow /None",NULL
48555,1660212,"Barbie","Dog","Female",66,20140212,"Retriever, Black Labrador /Cattle Dog, Australian (Blue Heeler)","Black /Grey",NULL
48556,1660227,"Chuckie","Dog","Male",5.12,20140428,"Chihuahua /Mix","Brindle /Red/Mahogany",NULL
48557,1660235,"Python","Dog","Female",7.56,20150503,"Chihuahua","Black /Tan",NULL
48558,1660242,"Bernie","Dog","Male",51,20160424,"Retriever, Black Labrador /Mix","White /Brown",NULL
48559,1660254,"Casey","Dog","Male",13.5,20151103,"Chihuahua","Blond /Tan",NULL
48560,1660263,"Koala","Dog","Female",11.2,20151103,"Chihuahua /Dachshund","Tan /None",NULL
48561,1660267,"Sheeba","Dog","Female",14,20150726,"Pinscher, Miniature","Black /Tan",NULL
48562,1660453,"Samoa","Dog","Female",54,20141130,"Terrier, Pit Bull /Mix","Brown /White",NULL
48563,1660480,"Corbin","Dog","Male",40,20160627,"Shepherd, German /Mix","Brindle /Tan",NULL
48580,1661168,"Dahlia","Dog","Female",56,20160225,"Shepherd, German/Mix","Yellow/Tan",NULL
48581,1661275,"Jacksonville","Dog","Male",23.6,20170226,"Terrier, Pit Bull /Mix","Tan /White",NULL
48582,1661303,"Michelle","Dog","Female",49.1,20150426,"Retriever, Black Labrador /Mix","Black /None",NULL
48583,1661321,"Romy","Dog","Female",54.9,20150426,"Retriever, Black Labrador /Mix","Black /None",NULL
48584,1661376,"Loretta","Dog","Female",35,20160504,"Boxer /Mix","Black /White",NULL
48585,1661407,"Shiner","Dog","Female",47.6,20111016,"Cattle Dog, Australian (Red Heeler) /Terrier, Pit Bull","White /Tan",NULL
48586,1661425,"Pumpkin","Dog","Female",48.8,20160425,"Terrier, Pit Bull /Mix","Tan /White",NULL
48587,1661460,"Cruz","Dog","Male",48,20150310,"Terrier, Pit Bull /Mix","Red/Mahogany /White",NULL
48588,1661568,"Gardenia","Dog","Female",11,20151030,"Chihuahua /Mix","Yellow /Tan",NULL
48589,1661582,"Clive","Dog","Male",83.5,20150426,"Retriever, Black Labrador /Mix","Black /White",NULL
48590,1661614,"Lawrence","Dog","Male",36,20160426,"Beagle /Mix","Black /White",NULL
48591,1661710,"Happy","Dog","Male",7.1,20170328,"Beagle","Blond /None",NULL
48592,1661713,"Doc","Dog","Male",4.9,20170328,"Beagle","Blond /None",NULL
48593,1661714,"Sneezy","Dog","Male",7.5,20170328,"Beagle","Black /None",NULL
48594,1661715,"Bashful","Dog","Female",6.19,20170328,"Beagle","Blond /None",NULL
48595,1661716,"Sleepy","Dog","Female",3.75,20170328,"Beagle","Tan /None",NULL
48596,1661717,"Breck","Dog","Male",6.5,20170328,"Beagle","Blue /None",NULL
48597,1661718,"Dopey","Dog","Female",6.5,20170328,"Beagle","Red/Mahogany /White",NULL
48598,1661787,"Tucker","Dog","Male",23.1,20131202,"Terrier, Parson Jack Russell","White /Tan",NULL
48599,1661823,"Sadie","Dog","Female",15.2,20070504,"Terrier /Mix","Black /None",NULL
48600,1661830,"Simon","Dog","Male",9.9,20110504,"Terrier /Mix","Black /None",NULL
48601,1661857,"Julius","Dog","Male",12.69,20130504,"Terrier, Wirehaired","Black /None",NULL
48603,1661950,"Sir Mix A Lot","Dog","Male",9,20170304,"Terrier, Pit Bull /Mix","Brown /White",NULL
48610,1662268,"Zeus","Dog","Male",62,20150427,"Terrier, Pit Bull /Mix","Beige /White",NULL
48621,1662543,"Piper","Dog","Female",22,20161229,"Retriever, Black Labrador /American Blue Heeler","Black /White",NULL
48628,1662870,"Magnum","Dog","Male",18.9,20170205,"Hound /Mix","Brown /None",NULL
48629,1662872,"Bailey","Dog","Female",16.3,20170205,"Hound /Mix","Brown /None",NULL
48639,1663806,"Justice","Dog","Female",10,20090502,"Chihuahua/Mix","Tan/None",NULL
48640,1664179,"Moby","Dog","Male",1.1,20170419,"Chihuahua /Mix","Black /White",NULL
48641,1664183,"Baby Diamond","Dog","Female",1.8,20170419,"Chihuahua /Mix","Black /White",NULL
48642,1664184,"Cocoa","Dog","Female",1.8,20170419,"Chihuahua /Mix","Brown /None",NULL
48643,1664185,"Panda","Dog","Female",1.1,20170419,"Chihuahua /Mix","Black /White",NULL
48644,1664187,"Nutmeg","Dog","Male",1.8,20170419,"Chihuahua /Mix","Red/Mahogany /None",NULL
48650,1664355,"Martin","Dog","Male",51.4,20161122,"Terrier, Pit Bull/Mix","Grey/White",NULL
48652,1664858,"Randy","Dog","Male",37,20160507,"Retriever, Black Labrador /Mix","Black /None",NULL
48668,1665588,"Zippy","Dog","Male",9,20170308,"Chihuahua /Mix","Tan /Black",NULL
48669,1665645,"Oreo","Dog","Female",0,20170424,"Chihuahua /Mix","White /Black",NULL
48670,1665648,"Lotus","Dog","Female",0,20170424,"Chihuahua /Mix","White /Red/Mahogany",NULL
48671,1665664,"Mistymoon","Dog","Female",3.25,20170424,"Chihuahua /Mix","White /Black",NULL
48672,1665670,"Jaxs","Dog","Male",0,20170424,"Chihuahua /Mix","Black /None",NULL
48673,1665837,"Star","Dog","Female",16.3,20100508,"Cockapoo","Grey/None",NULL
48674,1665912,"Anderson","Dog","Male",45.2,20160607,"Retriever, Chesapeake Bay /Mix","Golden /Brown",NULL
48677,1665956,"Cobalt","Dog","Female",65,20140312,"Collie, Border /Mix","Black /White",NULL
48679,1665965,"Grizzly","Dog","Male",21.6,20170227,"Shepherd /Mix","Black /Brown",NULL
48681,1665990,"Benson","Dog","Male",12.3,20150301,"Chihuahua /Mix","Red/Mahogany /Tan",NULL
48684,1666230,"Jet","Dog","Male",22.8,20151108,"Chihuahua /Mix","Tan /White",NULL
48685,1666232,"Ike","Dog","Male",102.6,20120508,"Retriever, Labrador /Mix","Tan /Black",NULL
48686,1666389,"Cooper","Dog","Male",37,20160509,"Retriever, Labrador /Mix","Brown /None",NULL
48687,1666416,"Cici","Dog","Female",27.5,20151104,"Shepherd, Australian /Mix","Blue Black /White","Merle"
48688,1666432,"Legend","Dog","Male",6.6,20170222,"Chihuahua /Mix","White /Brown",NULL
48689,1666441,"Gwen","Dog","Female",20.2,20170125,"Retriever, Labrador/Hound","White/Tan",NULL
48690,1666447,"Jake","Dog","Male",59,20160118,"Retriever, Black Labrador /Mix","Black /None",NULL
48691,1666450,"Tipsy","Dog","Female",15.6,20170125,"Retriever, Labrador /Mix","Black /White",NULL
48692,1666455,"Gumbo","Dog","Male",19.7,20170209,"Cattle Dog /Mix","Cream /Brown",NULL
48693,1709942,"Jambalaya","Dog","Female",20.5,20170209,"Cattle Dog /Mix","Cream /Brown",NULL
48694,1666470,"Etouffe","Dog","Male",20.7,20170309,"Cattle Dog /Mix","Cream /Brown",NULL
48695,1666473,"Zsa Zsa","Dog","Female",12.13,20160909,"Spaniel, American Cocker /Collie, Border","Cream /Tan",NULL
48696,1666477,"Opey","Dog","Male",18.6,20170209,"Black Mouth Cur /Mix","Black /Tan",NULL
48698,1666564,"Mr. Waffles","Dog","Male",9.5,20160509,"Chihuahua /Mix","Tan /None",NULL
48699,1666569,"Tootsie","Dog","Female",12,20160509,"Dachshund /Mix","Tan /None",NULL
48700,1666577,"Carlitos","Dog","Male",4.25,20040509,"Chihuahua, Short Coat/Chihuahua, Short Coat","White/None",NULL
48701,1666582,"Phoebe","Dog","Female",9.13,20160509,"Shih Tzu /Mix","Black /White",NULL
48702,1666624,"Shaggy","Dog","Female",55,20151101,"Shepherd, German","Sable /None",NULL
48703,1666645,"Bolton","Dog","Male",8.3,20160809,"Dachshund /Mix","Cream /None",NULL
48704,1666664,"Sangria","Dog","Female",57.4,20160501,"Shepherd, German","Sable /None",NULL
48709,1666830,"Caleb","Dog","Male",12.6,20040509,"Maltese /Lhasa Apso","White /None",NULL
48720,1667004,"Jasper","Dog","Male",56.4,20130509,"Cattle Dog, Australian (Blue Heeler)","Black /Tan","Merle"
48721,1667012,"Frankie","Dog","Male",8.9,20150509,"Terrier","Brindle /None",NULL
48722,1667020,"Mr. Wigglebottom","Dog","Male",16,20170224,"Retriever, Black Labrador /Mix","Black /White",NULL
48723,1667050,"Muggsy","Dog","Female",15,20150509,"Dachshund /Pug","Black /Brown",NULL
48724,1667057,"Blossom","Dog","Female",35.6,20130509,"Spaniel, Cavalier King Charles /Mix","White /Red/Mahogany",NULL
48725,1667082,"Avon","Dog","Female",5,20170323,"Bulldog /Mix","White /Black",NULL
48726,1667085,"Kevin","Dog","Male",18.9,20170224,"Retriever, Black Labrador /Mix","Black /White",NULL
48727,1667106,"Bebe","Dog","Female",45.6,20161018,"Retriever, Labrador/Mix","Black/None",NULL
48728,1667117,"Betty","Dog","Female",42.1,20161018,"Retriever, Labrador /Mix","Brown /None",NULL
48729,1667118,"Rue","Dog","Female",34.6,20161018,"Retriever, Labrador /Mix","Black /None",NULL
48730,1667119,"Estelle","Dog","Female",36,20161018,"Retriever, Labrador /Mix","Black /None",NULL
48731,1667167,"Chickadee","Dog","Female",10.25,20170402,"Retriever, Black Labrador /Mix","Black /None",NULL
48732,1667408,"Rycon","Dog","Male",9.2,20170309,"Terrier, American Staffordshire /Mix","White /Brown",NULL
48733,1667412,"Pacifica","Dog","Female",8.85,20170309,"Terrier, American Staffordshire /Mix","White /Black",NULL
48734,1667414,"Pegasus","Dog","Female",9.25,20170309,"Collie, Border /Mix","Black /None",NULL
48735,1667563,"McTwisp","Dog","Male",7,20120509,"Poodle","White /None",NULL
48736,1667799,"Crystal","Dog","Female",7.88,20090509,"Maltese","White /None",NULL
48737,1667805,"McCarthy","Dog","Male",78.6,20150510,"Shepherd, White German /Mix","White /None",NULL
48738,1667815,"Beauty","Dog","Female",5.81,20121107,"Chihuahua, Short Coat","Tan /None",NULL
48739,1667849,"Ty","Dog","Male",69.2,20141019,"Boxer /Mix","Tan /White","Tricolor"
48740,1667872,"Carrie","Dog","Female",39,20151228,"Retriever, Black Labrador/Mix","Black/None",NULL
48746,1668171,"Nugget","Dog","Female",11.4,20170314,"Retriever, Labrador /Mix","Black /None",NULL
48747,1668204,"Payton","Dog","Male",27.9,20170103,"Shepherd /Mix","Brown /Black",NULL
48764,1669363,"Trevor","Dog","Male",10.5,20170303,"Griffon, Brussels","Tan /None",NULL
48771,1669430,"Bandit","Dog","Male",56.8,20160911,"Pointer /Hound","White /Black",NULL
48772,1669473,"Magritte","Dog","Male",58,20090503,"Boxer /Mix","Red/Mahogany /White",NULL
48787,1669911,"Honey","Dog","Female",65,20140121,"Bulldog /Mixed Breed (Large)","Tan /White",NULL
48788,1669959,"Raider","Dog","Male",44,20160509,"Catahoula Leopard Dog /Mix","Tan /Black",NULL
48793,1670112,"PopRock","Dog","Male",15.3,20131112,"Chihuahua /Mix","Tan /White",NULL
48801,1670337,"Moana","Dog","Female",44.2,20170130,"Terrier, American Pit Bull /Mix","Blue /White",NULL
48803,1670618,"Ducky  Jr.","Dog","Unknown",26.6,20170511,"Retriever, Flat-Coated /Mix","0 /None",NULL
48804,1670636,"Steel","Dog","Male",212,20170227,"Retriever, Labrador /Mix","Black /None",NULL
48805,1670640,"Oro","Dog","Male",19.7,20170227,"Retriever, Labrador /Mix","Golden /White",NULL
48831,1672122,"Waldo","Dog","Male",17.9,20170303,"Shepherd, German /Mix","Brown /Black",NULL
48832,1672134,"Bruiser Woods","Dog","Male",3.7,20170309,"Chihuahua /Mix","Tan /None",NULL
48833,1672342,"Tano","Dog","Male",68,20091207,"Terrier, Pit Bull","Brindle/White",NULL
48834,1672618,"Daenerys","Dog","Female",49,20160514,"Retriever, Flat-Coated /Mix","Black /None",NULL
48835,1672625,"Drogon","Dog","Male",20.9,20170114,"Retriever, Flat-Coated /Mix","Black /None",NULL
48836,1672627,"Viserion","Dog","Male",29,20170306,"Retriever, Flat-Coated /Mix","Brown /White",NULL
48837,1672629,"Rhaegal","Dog","Female",15.1,20170306,"Retriever, Flat-Coated /Mix","Black /None",NULL
48838,1672881,"Ophelia","Dog","Female",18.3,20161216,"Beagle /Hound","Black /White",NULL
48839,1672883,"Zola","Dog","Female",21.5,20170216,"Hound, Plott /Mix","Brindle /White",NULL
48840,1672885,"Chanel","Dog","Female",9.69,20170325,"Shepherd /Mix","Black /Cream",NULL
48841,1672887,"Coco","Dog","Male",8,20170325,"Shepherd /Mix","Black /Cream",NULL
48842,1672889,"Fred","Dog","Male",8.69,20170325,"Shepherd /Mix","Black /Cream",NULL
48843,1672891,"George","Dog","Male",7.81,20170325,"Shepherd /Mix","Black /Cream",NULL
48844,1672897,"Link","Dog","Female",14.19,20170325,"Shepherd /Mix","Black /Cream",NULL
48846,1673359,"Lulu","Dog","Female",11.1,20150515,"Terrier, Yorkshire, Yorkie /Mix","Tan /Silver",NULL
48847,1673465,"Colonel McFluff","Dog","Male",8.75,20170325,"Shepherd /Mix","Black /Cream",NULL
48848,1673467,"Henrietta","Dog","Female",46.3,20150515,"Shepherd /Mix","Black /Brown",NULL
48850,1673476,"Breck","Dog","Male",6.9,20170325,"Shepherd /Mix","Black /Cream",NULL
48858,1673709,"Ziva","Dog","Female",25.6,20100713,"Terrier, Fox, Smooth /Mix","White /Red/Mahogany","Tricolor"
48859,1673755,"South","Dog","Male",77,20110503,"Retriever, Black Labrador /Mix","Black /None",NULL
48860,1673776,"Sissy","Dog","Female",46.6,20110427,"Beagle /Mix","White /Tan",NULL
48861,1673802,"Cosmo","Dog","Male",8.38,20161215,"Dachshund /Mix","Brown /White",NULL
48862,1673872,"Alonso","Dog","Male",62,20150330,"Ridgeback, Rhodesian/Retriever, Labrador","Tan/White",NULL
48864,1674171,"Cheeto","Dog","Female",5.8,20160915,"Chihuahua /Mix","Black /None",NULL
48865,1674181,"Frito","Dog","Female",13.9,20161115,"American Blue Heeler /Mix","Blue /Black","Tricolor"
48866,1674207,"Bodie","Dog","Male",59.5,20141115,"Boxer /Mix","Black /White",NULL
48873,1674481,"Teddy","Dog","Male",9.75,20170306,"Retriever, Labrador /Mix","Blond /None",NULL
48874,1674503,"Bravo","Dog","Male",8.38,20170313,"Hound /Mix","Red/Mahogany /Black",NULL
48886,1674854,"Laverne","Dog","Female",26,20170217,"Retriever, Black Labrador/Mix","Black/None",NULL
48887,1674857,"Shirley","Dog","Male",29.3,20170217,"Retriever, Black Labrador /Mix","Black /None",NULL
48894,1675446,"Robyn","Dog","Female",18.2,20170317,"Terrier, American Pit Bull /Mix","Blue /None",NULL
48896,1675548,"Simone","Dog","Female",56,20150501,"Pyrenees, Great /Catahoula Leopard Dog","White /Tan","Tick"
